Region main,Specific_region,year,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Unknown,Total,
Northern and Western Metropolitan,Golden Plains (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Golden Plains (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Bendigo (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Bendigo (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Bendigo (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Bendigo (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Bendigo (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Greater Bendigo (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Bendigo (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Dandenong (C), 2019YTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Greater Dandenong (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Dandenong (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Dandenong (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Dandenong (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Dandenong (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Dandenong (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Geelong (C), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Greater Geelong (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Geelong (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Geelong (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Geelong (C), 2018Total,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,
Northern and Western Metropolitan,Greater Geelong (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Geelong (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Shepparton (C), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Greater Shepparton (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Shepparton (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Shepparton (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Shepparton (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Shepparton (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Greater Shepparton (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Hepburn (S), 2019YTD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Hepburn (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Hepburn (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Hepburn (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Hepburn (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Hepburn (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Hepburn (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Hobsons Bay (C), 2019YTD,67,79,47,37,33,46,44,57,38,42,32,31,27,14,13,11,20,20,0,658,
Northern and Western Metropolitan,Hobsons Bay (C), 2018YTD,1,0,2,2,3,4,3,2,1,5,4,2,1,5,1,2,3,1,0,42,
Northern and Western Metropolitan,Hobsons Bay (C), 2017YTD,6,8,5,3,6,5,7,4,7,8,8,7,6,6,9,4,3,3,0,105,
Northern and Western Metropolitan,Hobsons Bay (C), 2016YTD,7,6,2,1,3,2,2,3,4,8,7,4,1,2,1,1,0,0,0,54,
Northern and Western Metropolitan,Hobsons Bay (C), 2018Total,9,14,6,6,11,12,12,19,15,15,12,14,8,12,4,5,4,8,0,186,
Northern and Western Metropolitan,Hobsons Bay (C), 2017Total,52,58,34,27,24,21,25,36,38,38,24,38,25,30,35,19,22,51,0,597,
Northern and Western Metropolitan,Hobsons Bay (C), 2016Total,18,14,8,9,12,13,11,8,19,14,15,11,8,11,12,5,10,19,0,217,
Northern and Western Metropolitan,Hume (C), 2019YTD,221,241,102,55,82,111,125,103,72,62,65,70,41,46,35,27,27,35,0,1520,
Northern and Western Metropolitan,Hume (C), 2018YTD,7,3,2,2,4,5,5,8,6,6,3,14,4,3,4,1,2,1,0,80,
Northern and Western Metropolitan,Hume (C), 2017YTD,22,22,11,8,22,16,23,20,18,24,22,12,10,13,8,6,5,6,0,268,
Northern and Western Metropolitan,Hume (C), 2016YTD,9,3,4,8,6,9,10,10,8,3,8,6,3,3,1,1,1,1,0,94,
Northern and Western Metropolitan,Hume (C), 2018Total,37,27,10,14,17,22,23,30,24,21,25,25,18,18,13,6,11,12,0,353,
Northern and Western Metropolitan,Hume (C), 2017Total,169,176,108,74,94,84,103,101,95,105,89,73,61,62,45,43,33,39,3,1557,
Northern and Western Metropolitan,Hume (C), 2016Total,34,22,14,31,22,40,33,30,34,24,30,28,17,22,11,17,16,16,1,442,
Northern and Western Metropolitan,Kingston (C), 2019YTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Kingston (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Kingston (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Kingston (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Kingston (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Kingston (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Kingston (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Latrobe (C), 2019YTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Latrobe (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Latrobe (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Latrobe (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Latrobe (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Latrobe (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Latrobe (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Macedon Ranges (S), 2019YTD,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,
Northern and Western Metropolitan,Macedon Ranges (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Macedon Ranges (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Macedon Ranges (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Macedon Ranges (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Macedon Ranges (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Macedon Ranges (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Manningham (C), 2019YTD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Northern and Western Metropolitan,Manningham (C), 2018YTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Manningham (C), 2017YTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Manningham (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Manningham (C), 2018Total,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Manningham (C), 2017Total,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,
Northern and Western Metropolitan,Manningham (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Maribyrnong (C), 2019YTD,63,57,26,18,30,62,52,51,29,29,23,15,18,25,14,10,13,11,0,546,
Northern and Western Metropolitan,Maribyrnong (C), 2018YTD,2,3,2,0,0,3,3,9,4,0,3,2,0,1,0,0,2,0,0,34,
Northern and Western Metropolitan,Maribyrnong (C), 2017YTD,11,14,4,5,9,6,8,9,5,7,4,7,3,5,3,0,0,5,0,105,
Northern and Western Metropolitan,Maribyrnong (C), 2016YTD,3,1,3,0,2,0,10,8,5,0,3,0,1,0,1,0,0,2,0,39,
Northern and Western Metropolitan,Maribyrnong (C), 2018Total,6,13,7,3,10,9,9,21,13,8,7,14,6,5,0,2,5,3,0,141,
Northern and Western Metropolitan,Maribyrnong (C), 2017Total,62,64,38,26,24,34,51,72,51,41,28,31,26,14,18,14,18,35,0,647,
Northern and Western Metropolitan,Maribyrnong (C), 2016Total,12,5,8,4,8,10,27,19,16,10,10,9,3,5,5,5,8,15,0,179,
Northern and Western Metropolitan,Maroondah (C), 2019YTD,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Northern and Western Metropolitan,Maroondah (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Maroondah (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Maroondah (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Maroondah (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Maroondah (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Maroondah (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Melbourne (C), 2019YTD,34,33,14,21,71,104,80,54,42,27,18,24,20,21,15,9,10,6,0,603,
Northern and Western Metropolitan,Melbourne (C), 2018YTD,2,4,0,3,3,13,15,7,2,7,3,6,6,2,2,1,0,2,0,78,
Northern and Western Metropolitan,Melbourne (C), 2017YTD,8,2,2,8,21,13,22,17,7,8,5,2,5,2,4,7,3,2,0,138,
Northern and Western Metropolitan,Melbourne (C), 2016YTD,4,1,1,4,7,11,10,8,3,7,3,0,3,2,0,1,0,1,0,66,
Northern and Western Metropolitan,Melbourne (C), 2018Total,4,15,1,9,21,30,33,22,6,16,15,10,14,3,8,5,0,3,0,215,
Northern and Western Metropolitan,Melbourne (C), 2017Total,44,33,14,36,66,57,81,52,35,25,38,27,29,23,19,19,20,32,0,650,
Northern and Western Metropolitan,Melbourne (C), 2016Total,9,5,2,16,24,43,29,24,11,17,7,9,14,7,7,3,5,6,0,238,
Northern and Western Metropolitan,Melton (C), 2019YTD,165,182,73,56,67,78,119,114,70,55,49,41,35,23,22,17,8,12,0,1186,
Northern and Western Metropolitan,Melton (C), 2018YTD,7,7,1,2,0,3,5,2,6,2,4,2,1,4,2,1,3,1,0,53,
Northern and Western Metropolitan,Melton (C), 2017YTD,14,10,2,5,7,9,8,4,8,9,8,5,9,6,8,6,3,5,1,127,
Northern and Western Metropolitan,Melton (C), 2016YTD,12,3,1,1,2,2,3,5,3,2,3,2,1,1,4,1,0,0,0,46,
Northern and Western Metropolitan,Melton (C), 2018Total,40,46,10,6,14,21,26,21,29,13,22,15,11,11,11,4,8,3,0,311,
Northern and Western Metropolitan,Melton (C), 2017Total,78,87,55,43,51,50,58,55,72,42,53,49,40,25,35,15,22,29,1,860,
Northern and Western Metropolitan,Melton (C), 2016Total,20,7,10,5,12,10,15,15,15,9,13,8,9,6,9,6,18,20,0,207,
Northern and Western Metropolitan,Monash (C), 2019YTD,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,
Northern and Western Metropolitan,Monash (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Monash (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Monash (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Monash (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Monash (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Monash (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Moonee Valley (C), 2019YTD,93,90,50,41,62,72,75,76,41,39,53,27,28,35,25,29,34,44,0,914,
Northern and Western Metropolitan,Moonee Valley (C), 2018YTD,5,5,3,4,3,0,3,4,11,7,8,6,4,5,1,4,3,0,0,76,
Northern and Western Metropolitan,Moonee Valley (C), 2017YTD,8,5,2,7,6,9,5,10,12,8,11,6,17,4,9,7,15,12,0,153,
Northern and Western Metropolitan,Moonee Valley (C), 2016YTD,4,2,0,1,7,2,1,6,8,5,4,4,2,6,2,1,5,1,0,61,
Northern and Western Metropolitan,Moonee Valley (C), 2018Total,25,27,7,10,14,5,23,23,25,21,16,14,15,10,8,14,7,7,0,271,
Northern and Western Metropolitan,Moonee Valley (C), 2017Total,62,73,51,70,36,47,36,75,58,57,63,67,59,52,39,49,47,58,0,999,
Northern and Western Metropolitan,Moonee Valley (C), 2016Total,8,10,9,10,17,11,16,14,20,13,12,12,16,15,12,13,16,21,1,246,
Northern and Western Metropolitan,Moreland (C), 2019YTD,110,92,54,37,72,103,107,88,66,56,46,37,43,24,26,40,42,57,1,1101,
Northern and Western Metropolitan,Moreland (C), 2018YTD,3,2,0,3,2,1,5,5,9,10,0,4,4,1,3,0,2,2,0,56,
Northern and Western Metropolitan,Moreland (C), 2017YTD,8,12,6,3,10,10,22,18,15,13,8,14,1,8,8,9,13,20,0,198,
Northern and Western Metropolitan,Moreland (C), 2016YTD,8,2,0,1,6,6,12,7,3,3,3,4,2,5,3,4,2,8,0,79,
Northern and Western Metropolitan,Moreland (C), 2018Total,17,16,7,8,16,23,25,28,31,28,9,12,10,8,15,14,16,11,0,294,
Northern and Western Metropolitan,Moreland (C), 2017Total,90,111,48,46,64,60,92,97,84,83,58,75,49,40,46,46,62,109,0,1260,
Northern and Western Metropolitan,Moreland (C), 2016Total,19,11,14,15,25,27,42,26,16,19,15,17,13,15,19,16,24,49,0,382,
Northern and Western Metropolitan,Mornington Peninsula (S), 2019YTD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Northern and Western Metropolitan,Mornington Peninsula (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Mornington Peninsula (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Mornington Peninsula (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Mornington Peninsula (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Mornington Peninsula (S), 2017Total,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Mornington Peninsula (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Nillumbik (S), 2019YTD,27,44,31,39,27,27,28,28,27,29,38,31,30,22,16,7,9,5,0,465,
Northern and Western Metropolitan,Nillumbik (S), 2018YTD,0,1,0,1,0,2,0,2,0,5,5,4,5,1,1,1,0,0,0,28,
Northern and Western Metropolitan,Nillumbik (S), 2017YTD,13,5,6,5,3,3,5,12,4,6,8,10,7,5,6,4,4,5,0,111,
Northern and Western Metropolitan,Nillumbik (S), 2016YTD,7,3,0,2,4,1,1,2,3,1,4,6,5,2,0,0,0,0,0,41,
Northern and Western Metropolitan,Nillumbik (S), 2018Total,8,7,8,4,9,6,7,4,5,11,12,12,6,5,1,2,0,1,0,108,
Northern and Western Metropolitan,Nillumbik (S), 2017Total,55,71,49,40,37,20,24,61,58,50,43,53,57,40,16,13,11,16,0,714,
Northern and Western Metropolitan,Nillumbik (S), 2016Total,15,14,11,13,14,5,7,8,11,9,21,15,12,15,8,1,5,19,1,204,
Northern and Western Metropolitan,Port Phillip (C), 2019YTD,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,
Northern and Western Metropolitan,Port Phillip (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Port Phillip (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Port Phillip (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Port Phillip (C), 2018Total,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Port Phillip (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Port Phillip (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Queenscliffe (B), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
Northern and Western Metropolitan,Queenscliffe (B), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Queenscliffe (B), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Queenscliffe (B), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Queenscliffe (B), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Queenscliffe (B), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Queenscliffe (B), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,South Gippsland (S), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,South Gippsland (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,South Gippsland (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,South Gippsland (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,South Gippsland (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,South Gippsland (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,South Gippsland (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Southern Grampians (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Southern Grampians (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Southern Grampians (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Southern Grampians (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Southern Grampians (S), 2018Total,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Southern Grampians (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Southern Grampians (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Stonnington (C), 2019YTD,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,
Northern and Western Metropolitan,Stonnington (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Stonnington (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Stonnington (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Stonnington (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Stonnington (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Stonnington (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Whitehorse (C), 2019YTD,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,
Northern and Western Metropolitan,Whitehorse (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Whitehorse (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Whitehorse (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Whitehorse (C), 2018Total,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,
Northern and Western Metropolitan,Whitehorse (C), 2017Total,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,
Northern and Western Metropolitan,Whitehorse (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Whittlesea (C), 2019YTD,215,209,112,72,55,62,110,103,92,54,43,65,54,33,33,22,34,37,0,1405,
Northern and Western Metropolitan,Whittlesea (C), 2018YTD,9,4,3,2,4,3,8,6,2,2,6,7,4,6,2,5,1,0,0,74,
Northern and Western Metropolitan,Whittlesea (C), 2017YTD,11,14,5,5,11,9,12,18,13,8,8,13,6,6,7,7,8,7,1,169,
Northern and Western Metropolitan,Whittlesea (C), 2016YTD,10,4,0,2,3,9,4,2,2,4,4,5,2,1,3,2,2,0,0,59,
Northern and Western Metropolitan,Whittlesea (C), 2018Total,42,21,11,11,16,20,34,19,17,16,14,18,20,15,7,7,5,4,0,297,
Northern and Western Metropolitan,Whittlesea (C), 2017Total,172,171,81,65,68,63,103,108,91,94,85,90,75,47,54,46,62,70,1,1546,
Northern and Western Metropolitan,Whittlesea (C), 2016Total,28,13,15,9,12,23,24,26,17,15,22,23,11,15,17,12,11,6,0,299,
Northern and Western Metropolitan,Wyndham (C), 2019YTD,298,322,128,69,83,94,184,151,90,61,57,44,43,30,34,22,17,26,0,1753,
Northern and Western Metropolitan,Wyndham (C), 2018YTD,39,24,3,1,1,2,2,17,11,7,4,7,8,1,3,1,1,0,0,132,
Northern and Western Metropolitan,Wyndham (C), 2017YTD,45,26,13,8,7,16,25,16,21,11,4,12,12,13,8,10,8,10,0,265,
Northern and Western Metropolitan,Wyndham (C), 2016YTD,25,10,1,8,3,4,11,11,3,9,5,4,3,3,1,0,1,1,0,103,
Northern and Western Metropolitan,Wyndham (C), 2018Total,129,123,23,7,10,22,33,64,33,31,20,21,24,11,13,8,9,4,0,585,
Northern and Western Metropolitan,Wyndham (C), 2017Total,229,233,101,67,46,76,103,123,112,66,56,50,54,56,35,40,34,52,0,1533,
Northern and Western Metropolitan,Wyndham (C), 2016Total,51,33,15,22,12,21,33,26,15,20,13,22,13,3,7,10,7,13,0,336,
Northern and Western Metropolitan,Yarra (C), 2019YTD,15,23,18,15,35,69,59,49,31,27,15,23,20,14,20,14,4,8,0,459,
Northern and Western Metropolitan,Yarra (C), 2018YTD,1,3,1,0,2,4,9,7,4,4,4,3,7,1,4,1,1,0,0,56,
